NASDAQ100,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82
T1,0.0158072239528358,-0.0645491803278689,0.0956591639871383,0.0713998705399687,0.0232458028411536,0.0125017103069431,-0.0210315473209814,-0.024443237370994,-0.00216486261448785,0.0139705882352941,0.0230629696812644,-0.0196470196470196,0.0395757889291257,0.00579797514140325,0.0113867425782839,0.0757375605460149,-0.027317880794702,0.00323362974939377,0.011752506049084,0.0340982338532939,0.0328874208642995,0.107940446650124,0.00644819013271693,0.0374010374010373,0.0131933225632742,0.0445986124876114,0.0432743890323862,0.0552602152114535,0.0630663954133531,0.0038759689922481,0.187473703191681,0.00178491744756801,0.00861066235864285,0.13953488372093,0.0237949969493594,0.0321532965248458,0.0219845513963162,0.0142857142857143,0.0408238322912835,0.0456171735241503,0.0686315789473684,0.039662447257384,0.0302862046337894,0.035552193645991,0.0467775467775469,-0.00328064419922456,0.129441624365482,-0.0392006149116064,-0.00794103274148888,0.0134952766531714,0.0334477987384115,-0.00470286447199656,0.0379487179487179,0.0533218291630716,0.0700564971751414,0.144702842377261,0.0353552859618717,0.025434439178515,0.0442648190916089,0.0142259414225941,0.017563117453348,-0.00607734806629851,0.0504874651810586,0.0297366185216652,0.00681402692371608,0.0783299941834163,0.0551224944320712,-0.0250281848928974,0.04679029957204,0.0523321956769057,0.0240685789647214,0.00733176224142449,0.0596465390279824,-0.0388371564842153,0.0965193496679642,0.0487993803253291,0.0919371789747917,0.027803958529689,0.069423929098966,-0.00740740740740732,0.0341292750186851,0.0215368939233538
T2,0.110601414197734,-0.0270171595472801,-0.0694546343849353,-0.106940092753611,0.0138830458561212,0.025025025025025,-0.0204603580562661,-0.0367483296213809,0.00751001335113478,0.0241116751269037,-0.0311550151975683,-0.0957880434782609,0.0199054491166958,-0.00288227620491487,-0.0168878166465622,-0.0249693000409333,-0.0274042553191489,-0.0108783239323126,0.0157157499145883,0.0071059028859938,0.00399735641495754,-0.0201567749160134,0.00331419214463565,-0.0215789473684211,-0.0313579590752059,-0.01280834914611,-0.00224727660546959,0.00055154563062956,-0.0281184759916492,-0.0177151941857824,0.00126543834784367,-0.0427616926503341,0.00720772668300417,0.0503401360544218,0.0190703218116806,0.0468848332284456,0.0843023255813953,0.00425192665426512,-0.0243816254416962,-0.0710008554319932,0.0283687943262412,-0.00994318181818186,0.0615191155096108,-0.0406622839055272,-0.0695134061569018,0.00329144225014959,0.341573033707865,-0.0569920000000001,-0.0126991353541987,-0.0194027011603577,0.0039478211009173,0.0433848797250858,-0.00889328063241105,0.00131061598951504,0.0211193241816261,0.0158013544018059,0.00803481754268492,0.00431366507471886,-0.00774050866199769,-0.0577557755775577,-0.0285868392664508,-0.0375208449138409,0.0641365594961881,-0.0226897689768976,0.0242654341366788,0.0243731894915594,-0.0131926121372032,-0.0136447733580019,-0.0869446715726355,0.00324324324324317,0.0434642627173213,0.0054587990642059,-0.0264072272411397,0.0160680529300567,-0.0458389892450663,-0.0679468242245199,0.0161689350395836,-0.0380559376432828,-0.0308471454880294,0.172427336999214,0.00385044329941858,0.0233433295982279
T3,0.115583852490815,0.00450281425891186,0.0233902759526938,0.0966076526592609,-0.0431535269709545,-0.0159521484374999,-0.0109660574412531,-0.0127167630057805,0.00612887195626975,-0.00141617985484166,0.0054901960784314,0.0255447032306536,0.0146377165162235,0.00491933701657458,0.010838445807771,0.0092359361880772,0.0308015400770038,0.000814663951120146,0.0215270770265725,0.00971715046110048,-0.0716659411596079,0.0319999999999999,-0.00462510130508905,0.0423883808499193,0.0458161865569271,-0.0269101393560788,-0.0056117579690781,0.0289510349886495,0,-0.0138728323699422,0.0761336636166017,0.0223359702187064,0.0124675985560486,0.00388601036269433,-0.00935672514619884,0.0480913736098586,-0.0166219839142091,0.0381053188674252,-0.00217312567910173,-0.0405156537753222,0.00937931034482751,-0.0170116827218692,-0.00153846153846151,-0.0439086294416243,0.00462113127001071,-0.0026841634357293,0.120603015075377,0.0368862194170146,0.00352272383659398,0.0193986420950533,-0.0029185240606892,-0.0168793742280774,0.0319042871385843,0.00638089005235603,0.0217166494312307,0.117777777777778,0.0132846230488211,0.00245436416628312,-0.0208023774145617,-0.0201401050788091,-0.000555247084952891,0.0049090384060062,0.0239838031459275,-0.0105529759392149,0.0346494762288478,0.016274987810824,0.0112299465240642,-0.0218053927315358,-0.0205970149253731,0.0118534482758622,-0.0206726319037334,-0.00491209927611163,0.046395431834404,-0.0174418604651163,0.00667542131757496,0.0103011093502378,0.00570298456192072,-0.0257387988560533,-0.0289786223277909,0.00871021775544382,-0.00767134850638335,0.00772809266116014
T4,-0.0388659329869493,0.020918939110945,0.0141242937853108,-0.0262909875867426,0.041196877710321,-0.0274545607915329,0.0464625131995776,0.049473067915691,0.0349028646690813,0.0413047332033328,0.0122204888195528,0.0395604395604395,0.0420774224573215,-0.00115234228964252,-0.0232652235484523,0.0316139767054909,0.0422750424448218,0.0293040293040293,0.0204313467237405,-0.019247272281476,0.0711941169070301,-0.0132890365448504,0.0132743735523268,-0.0249251728764579,0.0188877229800631,0.106666666666667,-0.000569461506961544,0.032759777101903,0.115146226309548,0.0189917936694022,0.0343871846666982,0.00136549840691858,-0.00314134480971297,-0.0116129032258064,0.0543093270365997,0.0255233725265271,-0.014721919302072,0.0033137904664798,-0.0246823956442831,0.0767754318618043,-0.0134675533691659,0.115095913261051,0.115562403697997,0.018847889567295,0.00283641231024189,-0.0104665071770333,0.209267563527653,0.118012828904307,0.0168587570621468,0.0220742150333017,-0.0113273474531368,0.0485762144053601,0.0251207729468599,0.00390180458462042,0.104251012145749,0.115308151093439,0.0331039003605375,0.02938026013772,0.115326251896813,0.0446827524575514,0.118888888888889,0.0393678160919542,0.0217490494296579,0.0703924914675767,0.0389408099688474,0.0410961532925857,-0.0111052353252248,0.00143815915628002,0.0256019506248094,0.154419595314164,0.00472589792060498,0.0402702000519615,0.159618008185539,0.0676923076923077,0.00565278834655952,0.0486274509803921,-0.0349258670946733,-0.0264187866927594,-0.00880626223091975,0.121554300896712,-0.00110080496362964,0.0335895889860315
T5,-0.0132379857829992,-0.0029271862422246,0.00860977462648763,-0.0331268665597499,-0.057476051645148,0.0442193877551019,-0.0277497477295661,0.0354253835425382,0.0173401209035953,-0.000851208716377328,0.00513742614949917,0.0274841437632136,0.0129210890632209,0.0118097234270215,-0.0248550124275063,-0.052016129032258,0.07981755986317,-0.0632661130881771,0.0125683677255933,0.1410625,0.0357669065362688,0.0168350168350169,-0.0152838851436536,0.052130193172797,-0.0193099897013388,0.0258813029897367,0.0107427064193753,-0.00292453793525988,0.0524911210546382,0.00506212609295902,-0.0576320450520005,-0.00727272727272728,0.00839806513621254,0.0365535248041776,-0.0391937290033594,-0.0142617449664429,0.014388489208633,-0.00889227642276426,0.00781540751767761,0.00445632798573966,-0.000584840323201235,0.0764771877337323,0.0437430939226519,-0.0515893694632622,-0.0123622881355932,-0.0151103052281656,-0.00618046971569848,-0.00474211111761606,0.0663095978901829,-0.0571588158629678,0.0149333719582849,-0.00199680511182112,0.00518378887841656,0.000485829959514188,-0.0513290559120074,0.0516934046345811,-0.0107868020304568,0.0322580645161291,-0.030952380952381,-0.0128314798973482,-0.0397219463753724,-0.0517003041194361,0.0261982732956236,-0.000398565165404606,-0.0146926536731635,0.0323588505281009,-0.0106951871657754,0.0102920057443753,0.0258543833580982,-0.0590405904059041,-0.0752587017873942,-0.0427072927072927,-0.0129411764705882,0.0370206162713368,0.0122148956869527,-0.068810770381451,-0.0108239611574423,0.0118090452261308,-0.0108588351431393,-0.0263547527391176,0.00276130664278962,-0.022608225371284
T6,-0.0337330687602449,-0.0110091743119266,-0.0220938990710519,0.0854799742578924,0.00309323906319047,0.0140032345224193,-0.0114167099117799,-0.0568426724137931,-0.0156372165754496,0.00102232066791621,-0.0135445949399438,-0.10082304526749,-0.021867881548975,0.0136694185383601,0.014231096006797,-0.0395576350489155,-0.00678835420123703,-0.0122414520894894,-0.031548757170172,-0.0062441803144,-0.0256360037933451,0.0088300220750552,-0.0141901645248701,-0.00125754527162971,-0.0375426621160411,0.083949543279687,0.0324366437163109,-0.0116382435715194,0.0176920290545821,0,-0.0313253012048195,-0.0132783882783882,0.0164062499999999,-0.0113350125944585,-0.0233100233100232,0.0212765957446809,-0.0267321331151118,0.021276595744681,0.00332348596750382,-0.0319432120674356,0.00443506783497858,0.041167274622199,0.00616671298318046,-0.00686813186813187,0.0117983975630946,0.0245474071801165,-0.00870646766169147,-0.0941176470588235,0.0210505839279138,-0.0347551342812006,-0.0284140371908493,-0.0296118447378951,-0.0670417252695734,-0.0113305276788605,-0.0531400966183574,0.0576271186440678,-0.0291853752405388,-0.00576036866359435,-0.0122850122850122,-0.0164644714038128,-0.0227507755946226,0.0364431486880467,0.0445314766463593,0.00119617224880387,-0.268411442483262,0.024675707283976,0.0162162162162163,-0.0317460317460318,0.0211471610660486,0.0049019607843138,-0.0118684299762631,-0.0221758413775111,-0.029201430274136,-0.0348439504061565,-0.0129218282785134,-0.0321285140562248,0.0428386325819551,-0.037496895952322,-0.00798403193612775,0.0398418491484183,0.0441029547668406,-0.0260221892709373
T7,0.00700892857142849,-0.00371057513914649,0.0847240051347881,0.0372387413363744,0.0295154185022027,0.0404803091556523,0.0131233595800525,-0.0214224507283633,0.0101667990468626,0.0451063829787234,0.000259067357512902,0.0122044241037376,0.0116441546343735,-0.017975820439285,-0.00607329842931935,0.0531443755535874,-0.00440461725394906,0.0170940170940172,0.0251727541954591,-0.0866449870473461,0.00740544829410212,-0.00875273522975931,0.000899116297125146,0.0203978846638127,0.0294599018003275,-0.0236757624398075,0.00595712830832265,-0.015613342838669,0.0331953316723179,0.00847069597069591,0.0696517412935324,0.00719257540603237,0.015880092236741,0.194904458598726,0.00298329355608575,0.106388888888889,-0.00840807174887884,0.00502008032128503,0.0261317629738681,-0.0146654445462878,0.0134151015714834,0.0320320320320321,0.00263043678402805,-0.00193637621023514,0.00389047311121257,0.0134770889487871,0.0163111668757842,-0.124188311688312,-0.00396342085745969,0.0646481178396071,0.0189306698002349,0.0148453608247422,-0.00301507537688436,0.000654878847413215,-0.00714285714285717,-0.0192307692307692,0.0244466468450612,-0.0170915411355737,-0.0149253731343284,0.0396475770925111,-0.0264550264550265,0.0281293952180028,0.0406887932231633,-0.019115890083632,0.0503327787021631,-0.00281415266124756,0.0170212765957447,0.00220210423293378,0.0082269503546099,0.0302439024390244,0.00583390528483178,0.00987193169690514,0.0202578268876613,0.0124031007751938,0.0324569944823109,0.0730290456431534,-0.0128912769026292,0.0162538699690403,0.0744466800804829,-0.0731207955542555,0.00580703422621724,0.00556626536787137
T8,0.00206144434100271,-0.00409683426443214,0.0537278106508877,0.056275970060834,-0.0128369704749679,0.014814711902711,0.00103626943005179,0.0137186223000583,0.0108507626985375,-0.00423452768729639,0.0458430458430459,-0.00904295403165028,-0.0257826887661141,-0.00229084057236034,0.00927096502317737,-0.00210260723296891,0.0112890922959574,0.0159663865546218,-0.00995024875621898,0.0276386458270473,-0.00210028878970873,-0.00220750551876395,-0.0146067832281504,0.0323297137216188,0.0116587175410704,0.00164406083025083,0.00754410894742317,0.0110778480932712,0.00101535727884254,-0.0261066969353008,0.068,0.038700760193504,0.00429762571311842,-0.0117270788912581,0.000594883997620557,-0.0527240773286468,-0.00734878462408155,-0.0004995004995004,-0.00573888091822095,-0.0474418604651163,-0.00889561270801825,-0.0158422243776269,0.0310495454724332,0.00859201773835927,0.00457233368532192,-0.013002364066194,-0.0765432098765431,0.0546802594995368,-0.00413972599932377,0.00807071483474254,0.0101227064616947,0.0097521332791549,-0.0282258064516128,-0.00523560209424084,-0.0760534429599178,0.022875816993464,-0.00612705578845538,0.00294724432655471,0.00252525252525254,0.0169491525423728,-0.00217391304347821,0.00246238030095769,-0.00106752068321321,-0.0215184734064148,0.0376237623762376,0.00391423628706733,0.00261506276150631,0.00756835937500006,0.0422059651097355,0.0170454545454545,-0.00136472193790512,0.00686922060766177,0.0463297232250301,0.00634434478232332,-0.0180236822802055,-0.00850734725444698,0.00546682279732607,0.0132013201320131,-0.0112359550561797,0.0318712527611234,0.0078724239217039,-0.00184409318859898
T9,0.0895878956798727,0.00224382946896044,-0.0601976639712489,-0.0377385457151221,-0.00823580407455576,0.0109568161801281,-0.0310559006211181,-0.0336884537863517,-0.00995644057249534,-0.0541380438338241,0.0312035661218424,0.0798479087452471,0.0196124763705104,-0.0129002291718701,-0.00668058455114823,0.0547829751369575,0.00799517272590115,-0.064929693961952,-0.04652293726698,-0.0545539961242586,0.012102078400421,-0.0630530973451326,-0.0278204649574431,-0.0552235237867558,-0.0487166055526454,-0.022158391464916,-0.084446085493263,-0.0595922242766479,-0.049412233512652,-0.0347319347319348,-0.0650204686002961,0.0024395653138168,-0.0143143429716577,-0.0593311758360301,-0.0386444708680142,0.0760667903525048,-0.0187927107061502,-0.0122438780609696,0.0335497835497835,0.0527343749999999,-0.0536084992062522,-0.0249671484888305,-0.0636132315521629,-0.0269304754053312,-0.0318816814354639,-0.0461077844311377,-0.114973262032086,-0.0553602811950792,-0.0111949128998734,-0.0116279069767442,-0.0767478700175535,-0.0680080482897385,0.00207468879668045,-0.0115131578947368,-0.0411568409343716,0,-0.0739779364049319,0.0116074052306787,-0.0680100755667507,-0.0475,-0.0294117647058823,0.0420305676855895,-0.0852257547421854,-0.0556016597510373,-0.0969465648854962,-0.0645854728377225,-0.0146061554512259,-0.0576690089653502,-0.0267278617710584,-0.0577281191806332,-0.0645712333447216,-0.0338493833639464,-0.0115008625646923,0.0708695652173913,0.00917724895955607,-0.0538221528861154,0.000604122126644158,0,-0.0307765151515153,-0.0602446483180429,-0.0703101955093035,0.00221636420873893
T10,0.0179872911464361,-0.0253731343283582,0.0647705544933077,0.0251719341231615,0.00611888111888114,0.0102286782164362,0.00854700854700856,-0.0265196662693683,0.00267127592708991,-0.0280131419678367,-0.000240153698366907,0.0510563380281691,-0.021784472769409,-0.00581083060696325,0.014501891551072,-0.0455453455852977,-0.00359173900029924,-0.00619195046439631,-0.0100306018361102,0.00534161490683226,0.00506368598908242,-0.0873671782762692,-0.00539705409556924,-0.0371963562753038,0.0104625550660794,-0.0495174150230801,-0.0157680737826849,-0.019661503307915,0.172024161124979,-0.0405699106496015,0.0832362941916252,0.0196902654867257,-0.0206368375192992,0.0172018348623852,0.0222634508348794,0.00862068965517245,-0.00116076610562969,-0.013407538578295,0.006282722513089,-0.0241187384044527,-0.0169354838709678,0.0080862533692723,-0.0258152173913044,0.00649534029935058,0.0173724212812159,-0.0225988700564971,-0.0256797583081571,0.0493023255813953,0.0240966780785094,-0.0131147540983607,0.0111294541002764,-0.00561312607944728,-0.0703933747412008,0.00698835274542432,-0.0266821345707655,-0.0463258785942492,-0.0189208128941836,0.0119099491648512,0.0501930501930502,-0.0192475940507436,-0.00897867564534232,-0.00497642744892608,-0.074766355140187,-0.00966608084358534,0.0359256128486898,0.0122812404052809,0.0132345156167284,0.0259706865518128,-0.0127600554785019,0.0326086956521739,-0.0314097881665449,0.0024443237370993,0.0366492146596858,0.0129922858302883,0.00338373691445498,0.0338004946413849,-0.00362254430069803,0.031571034828364,-0.00830483634587192,0.042629352424341,-0.0168096555575298,-0.033565372997944
